Date,Adj Close
1/3/2012,0.746672
1/4/2012,0.755607
1/5/2012,0.774206
1/6/2012,0.782207
1/9/2012,0.775661
1/10/2012,0.791559
1/11/2012,0.797066
1/12/2012,0.806522
1/13/2012,0.797274
1/17/2012,0.818678
1/18/2012,0.851201
1/19/2012,0.868242
1/20/2012,0.864398
1/23/2012,0.864293
1/24/2012,0.859514
1/25/2012,0.892348
1/26/2012,0.882892
1/27/2012,0.89162
1/30/2012,0.893076
1/31/2012,0.896193
2/1/2012,0.918221
2/2/2012,0.927676
2/3/2012,0.964563
2/6/2012,0.963628
2/7/2012,0.967784
2/8/2012,0.983889
2/9/2012,1.00571
2/10/2012,0.984201
2/13/2012,1.010697
2/14/2012,1.019529
2/15/2012,0.996774
2/16/2012,1.038441
2/17/2012,1.029609
2/21/2012,1.038337
2/22/2012,1.024621
2/23/2012,1.044052
2/24/2012,1.054234
2/27/2012,1.059325
2/28/2012,1.091017
2/29/2012,1.076678
3/1/2012,1.102862
3/2/2012,1.099537
3/5/2012,1.065248
3/6/2012,1.0347
3/7/2012,1.058182
3/8/2012,1.091744
3/9/2012,1.10494
3/12/2012,1.106707
3/13/2012,1.16905
3/14/2012,1.182143
3/15/2012,1.191183
3/16/2012,1.188585
3/19/2012,1.214458
3/20/2012,1.221108
3/21/2012,1.220692
3/22/2012,1.213315
3/23/2012,1.211653
3/26/2012,1.274931
3/27/2012,1.279815
3/28/2012,1.264852
3/29/2012,1.251864
3/30/2012,1.243136
4/2/2012,1.281062
4/3/2012,1.281166
4/4/2012,1.2289
4/5/2012,1.251344
4/9/2012,1.222562
4/10/2012,1.163543
4/11/2012,1.180376
4/12/2012,1.219965
4/13/2012,1.16479
4/16/2012,1.128112
4/17/2012,1.194611
4/18/2012,1.185883
4/19/2012,1.147542
4/20/2012,1.135177
4/23/2012,1.106603
4/24/2012,1.087069
4/25/2012,1.173414
4/26/2012,1.194404
4/27/2012,1.214874
4/30/2012,1.189624
5/1/2012,1.196378
5/2/2012,1.204275
5/3/2012,1.166869
5/4/2012,1.081249
5/7/2012,1.082808
5/8/2012,1.07086
5/9/2012,1.064936
5/10/2012,1.054027
5/11/2012,1.052987
5/14/2012,1.023893
5/15/2012,1.014958
5/16/2012,0.99293
5/17/2012,0.931833
5/18/2012,0.894426
5/21/2012,0.969654
5/22/2012,0.966122
5/23/2012,0.971524
5/24/2012,0.954068
5/25/2012,0.948665
5/29/2012,0.983993
5/30/2012,0.960095
5/31/2012,0.946379
6/1/2012,0.871983
6/4/2012,0.890686
6/5/2012,0.902946
6/6/2012,0.964666
6/7/2012,0.953861
