Date,Adj Close
1/3/2012,15.780339
1/4/2012,15.247171
1/5/2012,15.145616
1/6/2012,15.482597
1/9/2012,15.406428
1/10/2012,15.344112
1/11/2012,15.904975
1/12/2012,15.858814
1/13/2012,16.32966
1/17/2012,16.565084
1/18/2012,15.958059
1/19/2012,15.32103
1/20/2012,14.797095
1/23/2012,14.515512
1/24/2012,14.552441
1/25/2012,14.478583
1/26/2012,15.053294
1/27/2012,15.17793
1/30/2012,15.731868
1/31/2012,16.260416
2/1/2012,15.685707
2/2/2012,15.69494
2/3/2012,14.68631
2/6/2012,15.101762
2/7/2012,14.552441
2/8/2012,14.598599
2/9/2012,14.268546
2/10/2012,14.783249
2/13/2012,14.859414
2/14/2012,15.110995
2/15/2012,15.014056
2/16/2012,14.67246
2/17/2012,14.651688
2/21/2012,14.162375
2/22/2012,14.681691
2/23/2012,14.68631
2/24/2012,14.965586
2/27/2012,15.385659
2/28/2012,15.233323
2/29/2012,14.967895
3/1/2012,14.545517
3/2/2012,14.924043
3/5/2012,14.596292
3/6/2012,15.071758
3/7/2012,14.845567
3/8/2012,14.397799
3/9/2012,14.441653
3/12/2012,14.453191
3/13/2012,13.719223
3/14/2012,12.678281
3/15/2012,12.70367
3/16/2012,12.795991
3/19/2012,12.334375
3/20/2012,12.484402
3/21/2012,12.890283
3/22/2012,13.008095
3/23/2012,13.380021
3/26/2012,13.181354
3/27/2012,13.451633
3/28/2012,13.405432
3/29/2012,13.698814
3/30/2012,13.019648
4/2/2012,13.241416
4/3/2012,12.539149
4/4/2012,13.06123
4/5/2012,13.331511
4/9/2012,14.278648
4/10/2012,14.749903
4/11/2012,14.230132
4/12/2012,14.066117
4/13/2012,14.708322
4/16/2012,14.67598
4/17/2012,14.641329
4/18/2012,14.763762
4/19/2012,14.816896
4/20/2012,14.816896
4/23/2012,15.133378
4/24/2012,14.828447
4/25/2012,14.602057
4/26/2012,14.846927
4/27/2012,14.883887
4/30/2012,14.890818
5/1/2012,14.66674
5/2/2012,14.983222
5/3/2012,14.950879
5/4/2012,15.306634
5/7/2012,15.313564
5/8/2012,15.581532
5/9/2012,15.588466
5/10/2012,15.456788
5/11/2012,15.831025
5/14/2012,16.510189
5/15/2012,16.711166
5/16/2012,16.828979
5/17/2012,17.722982
5/18/2012,17.755327
5/21/2012,17.630581
5/22/2012,17.05999
5/23/2012,17.388018
5/24/2012,17.198591
5/25/2012,17.390329
5/29/2012,17.224001
5/30/2012,18.524582
5/31/2012,19.194511
6/1/2012,20.532047
6/4/2012,20.058485
6/5/2012,19.365458
6/6/2012,18.111082
6/7/2012,18.185003
6/8/2012,18.164213
6/11/2012,18.436798
6/12/2012,17.907789
6/13/2012,18.429865
