Date,Adj Close
1/3/2012,19.454433
1/4/2012,19.454433
1/5/2012,19.439705
1/6/2012,19.351339
1/9/2012,19.395519
1/10/2012,19.528069
1/11/2012,19.454433
1/12/2012,19.469154
1/13/2012,19.366076
1/17/2012,19.476519
1/18/2012,19.64588
1/19/2012,19.726879
1/20/2012,19.763699
1/23/2012,19.763699
1/24/2012,19.741606
1/25/2012,19.859426
1/26/2012,19.785788
1/27/2012,19.697428
1/30/2012,19.631155
1/31/2012,19.594337
2/1/2012,19.719515
2/2/2012,19.726879
2/3/2012,19.933056
2/6/2012,19.918327
2/7/2012,19.955151
2/8/2012,19.955151
2/9/2012,19.94779
2/10/2012,19.83733
2/13/2012,19.925697
2/14/2012,19.925697
2/15/2012,19.822605
2/16/2012,19.984602
2/17/2012,20.109783
2/21/2012,20.050877
2/22/2012,20.021421
2/23/2012,20.102417
2/24/2012,20.153967
2/27/2012,20.161329
2/28/2012,20.2276
2/29/2012,20.153967
3/1/2012,20.205509
3/2/2012,20.161329
3/5/2012,20.13924
3/6/2012,19.903606
3/7/2012,20.006687
3/8/2012,20.131878
3/9/2012,20.176052
3/12/2012,20.264418
3/13/2012,20.50005
3/14/2012,20.455868
3/15/2012,20.51478
3/16/2012,20.51478
3/19/2012,20.557697
3/20/2012,20.4911
3/21/2012,20.461498
3/22/2012,20.365292
3/23/2012,20.4097
3/26/2012,20.646498
3/27/2012,20.631699
3/28/2012,20.535501
3/29/2012,20.572496
3/30/2012,20.639099
4/2/2012,20.772305
4/3/2012,20.676102
4/4/2012,20.5651
4/5/2012,20.535501
4/9/2012,20.320892
4/10/2012,20.03228
4/11/2012,20.158087
4/12/2012,20.350491
4/13/2012,20.195091
4/16/2012,20.28389
4/17/2012,20.505899
4/18/2012,20.454092
4/19/2012,20.357889
4/20/2012,20.454092
4/23/2012,20.269091
4/24/2012,20.320892
4/25/2012,20.513298
4/26/2012,20.639099
4/27/2012,20.661303
4/30/2012,20.616903
5/1/2012,20.713104
5/2/2012,20.683508
5/3/2012,20.624304
5/4/2012,20.402292
5/7/2012,20.394894
5/8/2012,20.343092
5/9/2012,20.180292
5/10/2012,20.246897
5/11/2012,20.246897
5/14/2012,20.106283
5/15/2012,20.039686
5/16/2012,20.039686
5/17/2012,19.81028
5/18/2012,19.662279
5/21/2012,19.854677
5/22/2012,19.869482
5/23/2012,19.847279
5/24/2012,19.980484
5/25/2012,19.89908
5/29/2012,20.069288
5/30/2012,19.83988
5/31/2012,19.832483
6/1/2012,19.455069
6/4/2012,19.455069
6/5/2012,19.514273
6/6/2012,19.862082
6/7/2012,19.973085
6/8/2012,20.09149
6/11/2012,19.950886
6/12/2012,20.143288
6/13/2012,20.054483
6/14/2012,20.261694
6/15/2012,20.417091
6/18/2012,20.443941
6/19/2012,20.578142
6/20/2012,20.481215
6/21/2012,20.153162
6/22/2012,20.257534
6/25/2012,20.011501
6/26/2012,20.093513
6/27/2012,20.257534
6/28/2012,20.250086
6/29/2012,20.697437
7/2/2012,20.697437
7/3/2012,20.801817
7/5/2012,20.764538
7/6/2012,20.637789
7/9/2012,20.607962
7/10/2012,20.540861
7/11/2012,20.518499
7/12/2012,20.49613
7/13/2012,20.771999
7/16/2012,20.734718
7/17/2012,20.876377
7/18/2012,21.032949
7/19/2012,21.107506
7/20/2012,20.950939
7/23/2012,20.764538
7/24/2012,20.585594
7/25/2012,20.645248
7/26/2012,20.973299
7/27/2012,21.256626
7/30/2012,21.293903
7/31/2012,21.204439
8/1/2012,21.167152
8/2/2012,20.973299
8/3/2012,21.286453
8/6/2012,21.256626
8/7/2012,21.293903
8/8/2012,21.338636
8/9/2012,21.308819
8/10/2012,21.383375
8/13/2012,21.353548
8/14/2012,21.405745
8/15/2012,21.413198
8/16/2012,21.50267
8/17/2012,21.50267
8/20/2012,21.487757
8/21/2012,21.398283
8/22/2012,21.338636
8/23/2012,21.211887
8/24/2012,21.361013
8/27/2012,21.353548
8/28/2012,21.361013
8/29/2012,21.331184
8/30/2012,21.226801
8/31/2012,21.331184
9/4/2012,21.264082
9/5/2012,21.234249
9/6/2012,21.584679
9/7/2012,21.554857
9/10/2012,21.450478
9/11/2012,21.495209
9/12/2012,21.457933
9/13/2012,21.733797
9/14/2012,21.756166
9/17/2012,21.739643
9/18/2012,21.747156
9/19/2012,21.739643
9/20/2012,21.747156
9/21/2012,21.747156
9/24/2012,21.784704
9/25/2012,21.642023
9/26/2012,21.566927
9/27/2012,21.679573
9/28/2012,21.589458
10/1/2012,21.664551
10/2/2012,21.642023
10/3/2012,21.68708
10/4/2012,21.799725
10/5/2012,21.904848
10/8/2012,21.874813
10/9/2012,21.709606
10/10/2012,21.52187
10/11/2012,21.52187
10/12/2012,21.506849
10/15/2012,21.709606
10/16/2012,21.889835
10/17/2012,21.949911
